file_id,domain,group,fs,n_points,channels,bearing,fault_type,fault_size,or_position,load,rpm_filename,duration_s,has_rpm_var,rpm,rpm_source,is_irregular,subset_tags
12kHz_FE_data/OR/Orthogonal/0014/OR014@3_0,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,OR,014,3.0,0,,8.0,True,1796.0,var,False,S_all
12kHz_FE_data/OR/Orthogonal/0014/OR014@3_1,src,12k_FE,12000,121168,"DE,FE,BA",SKF6203,OR,014,3.0,1,,10.0973,True,1774.0,var,True,S_all
12kHz_FE_data/OR/Orthogonal/0014/OR014@3_2,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,OR,014,3.0,2,,8.0,True,1752.0,var,False,S_all
12kHz_FE_data/OR/Orthogonal/0014/OR014@3_3,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,OR,014,3.0,3,,8.0,True,1728.0,var,False,S_all
12kHz_FE_data/OR/Orthogonal/0021/OR021@3_1,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,OR,021,3.0,1,,8.0,True,1773.0,var,False,S_all
12kHz_FE_data/OR/Orthogonal/0021/OR021@3_2,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,OR,021,3.0,2,,8.0,True,1751.0,var,False,S_all
12kHz_FE_data/OR/Orthogonal/0021/OR021@3_3,src,12k_FE,12000,96000,"DE,FE,BA",SKF6203,OR,021,3.0,3,,8.0,True,1728.0,var,False,S_all
48kHz_DE_data/B/0007/B007_0,src,48k_DE,48000,192000,"DE,FE",SKF6205,B,007,,0,,4.0,True,1796.0,var,False,S_all;S_48k
48kHz_DE_data/B/0007/B007_1,src,48k_DE,48000,192000,"DE,FE",SKF6205,B,007,,1,,4.0,True,1772.0,var,False,S_all;S_48k
48kHz_DE_data/B/0007/B007_2,src,48k_DE,48000,192000,"DE,FE",SKF6205,B,007,,2,,4.0,True,1747.0,var,False,S_all;S_48k
48kHz_DE_data/B/0007/B007_3,src,48k_DE,48000,192000,"DE,FE",SKF6205,B,007,,3,,4.0,True,1721.0,var,False,S_all;S_48k
48kHz_DE_data/B/0014/B014_0,src,48k_DE,48000,192000,"DE,FE",SKF6205,B,014,,0,,4.0,True,1797.0,var,False,S_all;S_48k
48kHz_DE_data/B/0014/B014_1,src,48k_DE,48000,192000,"DE,FE",SKF6205,B,014,,1,,4.0,True,1772.0,var,False,S_all;S_48k
48kHz_DE_data/B/0014/B014_2,src,48k_DE,48000,192000,"DE,FE",SKF6205,B,014,,2,,4.0,True,1748.0,var,False,S_all;S_48k
48kHz_DE_data/B/0014/B014_3,src,48k_DE,48000,192000,"DE,FE",SKF6205,B,014,,3,,4.0,True,1725.0,var,False,S_all;S_48k
48kHz_DE_data/B/0021/B021_0,src,48k_DE,48000,192000,"DE,FE",SKF6205,B,021,,0,,4.0,True,1797.0,var,False,S_all;S_48k
48kHz_DE_data/B/0021/B021_1,src,48k_DE,48000,192000,"DE,FE",SKF6205,B,021,,1,,4.0,True,1774.0,var,False,S_all;S_48k
48kHz_DE_data/B/0021/B021_2,src,48k_DE,48000,192000,"DE,FE",SKF6205,B,021,,2,,4.0,True,1754.0,var,False,S_all;S_48k
48kHz_DE_data/B/0021/B021_3,src,48k_DE,48000,192000,"DE,FE",SKF6205,B,021,,3,,4.0,True,1729.0,var,False,S_all;S_48k
48kHz_DE_data/IR/0007/IR007_0,src,48k_DE,48000,192000,"DE,FE",SKF6205,IR,007,,0,,4.0,True,1796.0,var,False,S_all;S_48k
48kHz_DE_data/IR/0007/IR007_1,src,48k_DE,48000,192000,"DE,FE",SKF6205,IR,007,,1,,4.0,True,1772.0,var,False,S_all;S_48k
48kHz_DE_data/IR/0007/IR007_2,src,48k_DE,48000,192000,"DE,FE",SKF6205,IR,007,,2,,4.0,True,1748.0,var,False,S_all;S_48k
48kHz_DE_data/IR/0007/IR007_3,src,48k_DE,48000,192000,"DE,FE",SKF6205,IR,007,,3,,4.0,True,1721.0,var,False,S_all;S_48k
48kHz_DE_data/IR/0014/IR014_0,src,48k_DE,48000,63788,"DE,FE",SKF6205,IR,014,,0,,1.3289,True,1796.0,var,True,S_all;S_48k
48kHz_DE_data/IR/0014/IR014_1,src,48k_DE,48000,192000,"DE,FE",SKF6205,IR,014,,1,,4.0,True,1772.0,var,False,S_all;S_48k
48kHz_DE_data/IR/0014/IR014_2,src,48k_DE,48000,192000,"DE,FE",SKF6205,IR,014,,2,,4.0,True,1751.0,var,False,S_all;S_48k
48kHz_DE_data/IR/0014/IR014_3,src,48k_DE,48000,192000,"DE,FE",SKF6205,IR,014,,3,,4.0,True,1726.0,var,False,S_all;S_48k
48kHz_DE_data/IR/0021/IR021_0,src,48k_DE,48000,192000,"DE,FE",SKF6205,IR,021,,0,,4.0,True,1796.0,var,False,S_all;S_48k
48kHz_DE_data/IR/0021/IR021_1,src,48k_DE,48000,192000,"DE,FE",SKF6205,IR,021,,1,,4.0,True,1774.0,var,False,S_all;S_48k
48kHz_DE_data/IR/0021/IR021_2,src,48k_DE,48000,192000,"DE,FE",SKF6205,IR,021,,2,,4.0,True,1752.0,var,False,S_all;S_48k
48kHz_DE_data/IR/0021/IR021_3,src,48k_DE,48000,192000,"DE,FE",SKF6205,IR,021,,3,,4.0,True,1727.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Centered/0007/OR007@6_0,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,007,6.0,0,,4.0,True,1796.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Centered/0007/OR007@6_1,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,007,6.0,1,,4.0,True,1774.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Centered/0007/OR007@6_2,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,007,6.0,2,,4.0,True,1750.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Centered/0007/OR007@6_3,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,007,6.0,3,,4.0,True,1725.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Centered/0014/OR014@6_0,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,014,6.0,0,,4.0,True,1796.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Centered/0014/OR014@6_1,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,014,6.0,1,,4.0,True,1772.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Centered/0014/OR014@6_2,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,014,6.0,2,,4.0,True,1749.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Centered/0014/OR014@6_3,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,014,6.0,3,,4.0,True,1723.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Centered/0021/OR021@6_0,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,021,6.0,0,,4.0,True,1796.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Centered/0021/OR021@6_1,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,021,6.0,1,,4.0,True,1771.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Centered/0021/OR021@6_2,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,021,6.0,2,,4.0,True,1747.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Centered/0021/OR021@6_3,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,021,6.0,3,,4.0,True,1719.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Opposite/0007/OR007@12_0,src,48k_DE,48000,129969,"DE,FE",SKF6205,OR,007,12.0,0,,2.7077,True,1796.0,var,True,S_all;S_48k
48kHz_DE_data/OR/Opposite/0007/OR007@12_1,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,007,12.0,1,,4.0,True,1772.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Opposite/0007/OR007@12_2,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,007,12.0,2,,4.0,True,1749.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Opposite/0007/OR007@12_3,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,007,12.0,3,,4.0,True,1723.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Opposite/0021/OR021@12_0,src,48k_DE,48000,130549,"DE,FE",SKF6205,OR,021,12.0,0,,2.7198,True,1796.0,var,True,S_all;S_48k
48kHz_DE_data/OR/Opposite/0021/OR021@12_1,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,021,12.0,1,,4.0,True,1771.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Opposite/0021/OR021@12_2,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,021,12.0,2,,4.0,True,1746.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Opposite/0021/OR021@12_3,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,021,12.0,3,,4.0,True,1718.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Orthogonal/0007/OR007@3_0,src,48k_DE,48000,124602,"DE,FE",SKF6205,OR,007,3.0,0,,2.5959,True,1797.0,var,True,S_all;S_48k
48kHz_DE_data/OR/Orthogonal/0007/OR007@3_1,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,007,3.0,1,,4.0,True,1773.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Orthogonal/0007/OR007@3_2,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,007,3.0,2,,4.0,True,1750.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Orthogonal/0007/OR007@3_3,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,007,3.0,3,,4.0,True,1724.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Orthogonal/0021/OR021@3_0,src,48k_DE,48000,128663,"DE,FE",SKF6205,OR,021,3.0,0,,2.6805,True,1796.0,var,True,S_all;S_48k
48kHz_DE_data/OR/Orthogonal/0021/OR021@3_1,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,021,3.0,1,,4.0,True,1770.0,var,False,S_all;S_48k
48kHz_DE_data/OR/Orthogonal/0021/OR021@3_2,src,48k_DE,48000,192000,"DE,FE",SKF6205,OR,021,3.0,2,,4.0,True,1746.0,var,False,S_all;S_48k
