protocol,feature_set,model,seed,fold,n_train_files,n_test_files,n_train_windows,n_test_windows,n_features,fit_seconds,predict_ms_per_1k,accuracy,macro_f1,weighted_f1,n_classes,file_accuracy,file_macro_f1,n_test_files_eval,precision_B,recall_B,f1_B,precision_IR,recall_IR,f1_IR,precision_OR,recall_OR,f1_OR,precision_N,recall_N,f1_N
P1,F3,vote,0,fold4,130,31,3362,758,57,11.430397272109985,324.0259467454573,0.816622691292876,0.8051551055939073,0.8227163383046859,3,0.7741935483870968,0.7625707625707626,31,0.6692015209125475,0.9565217391304348,0.7874720357941835,0.8313253012048193,0.6731707317073171,0.7439353099730458,0.9501557632398754,0.8265582655826558,0.8840579710144928,,,
P2,F2,mlp,0,load0,120,41,3104,1016,49,6.0860841274261475,28.800072632436677,0.7057086614173228,0.5330356518787007,0.7018816771081954,4,0.6097560975609756,0.44692982456140345,41,0.7222222222222222,0.7442748091603053,0.7330827067669173,0.6341463414634146,0.5179282868525896,0.5701754385964912,0.7519230769230769,0.8078512396694215,0.7788844621513944,0.047619047619047616,0.05263157894736842,0.05
P2,F2,mlp,0,load1,121,40,3080,1040,49,8.81315016746521,28.29272013444167,0.8134615384615385,0.6277551116890708,0.8242445393814692,4,0.875,0.6753968253968254,40,0.7444444444444445,0.767175572519084,0.7556390977443609,0.8682170542635659,0.8549618320610687,0.8615384615384616,0.9212253829321663,0.8680412371134021,0.8938428874734607,0.0,0.0,0.0
P2,F2,mlp,0,load2,121,40,3088,1032,49,7.1799352169036865,29.019838155702104,0.7790697674418605,0.5921206052923274,0.7709561846240437,4,0.8,0.5992822966507176,40,0.7394366197183099,0.8015267175572519,0.7692307692307693,0.7761194029850746,0.7938931297709924,0.7849056603773585,0.8195329087048833,0.8092243186582809,0.8143459915611815,0.0,0.0,0.0
P2,F2,mlp,0,load3,121,40,3088,1032,49,7.659611701965332,31.981126282566276,0.810077519379845,0.8267128398808846,0.8121265979817285,4,0.85,0.8805261234928754,40,0.6895522388059702,0.8816793893129771,0.7738693467336684,0.760797342192691,0.8740458015267175,0.8134991119005328,0.9585635359116023,0.7274633123689728,0.8271752085816448,0.8529411764705882,0.9354838709677419,0.8923076923076924
P2,F2,vote,0,load0,120,41,3104,1016,49,12.708683490753174,371.1902719783032,0.8503937007874016,0.6637968242947118,0.8431134472181391,4,0.8292682926829268,0.6155021700592945,41,0.7596899224806202,0.7480916030534351,0.7538461538461538,0.9105058365758755,0.9322709163346613,0.9212598425196851,0.866,0.8946280991735537,0.8800813008130082,1.0,0.05263157894736842,0.1
P2,F2,vote,0,load1,121,40,3080,1040,49,10.20421028137207,304.9809199113112,0.8769230769230769,0.8998852848568334,0.879061214828892,4,0.925,0.93796992481203,40,0.7364864864864865,0.8320610687022901,0.7813620071684588,0.9866666666666667,0.8473282442748091,0.9117043121149897,0.9036885245901639,0.9092783505154639,0.9064748201438849,1.0,1.0,1.0
P2,F2,vote,0,load2,121,40,3088,1032,49,10.57132625579834,363.9704497285591,0.8604651162790697,0.6557122208357831,0.8515570508905583,4,0.925,0.7035024154589371,40,0.7155688622754491,0.9122137404580153,0.802013422818792,0.9829787234042553,0.8816793893129771,0.9295774647887324,0.9067245119305857,0.8763102725366876,0.8912579957356077,0.0,0.0,0.0
P2,F2,vote,0,load3,121,40,3088,1032,49,10.27769923210144,346.04469935099286,0.873062015503876,0.8957548890327844,0.875223339949967,4,0.9,0.9212121212121211,40,0.7421383647798742,0.9007633587786259,0.8137931034482758,0.9027237354085603,0.8854961832061069,0.8940269749518305,0.9437939110070258,0.8448637316561844,0.8915929203539823,1.0,0.967741935483871,0.9836065573770492
P2,F3,mlp,0,load0,120,41,3104,1016,57,9.22173810005188,26.32249058700922,0.7785433070866141,0.5807578585352925,0.772974687759387,4,0.7560975609756098,0.5558014354066986,41,0.6933797909407665,0.7595419847328244,0.7249544626593807,0.7800829875518672,0.749003984063745,0.7642276422764228,0.8329896907216495,0.8347107438016529,0.8338493292053664,0.0,0.0,0.0
P2,F3,mlp,0,load1,121,40,3080,1040,57,6.890349626541138,24.018150109511154,0.7980769230769231,0.6317583719557072,0.8154914090020583,4,0.825,0.6401515151515151,40,0.6836734693877551,0.767175572519084,0.7230215827338129,0.9276018099547512,0.7824427480916031,0.8488612836438924,0.9252747252747253,0.8680412371134021,0.8957446808510638,0.04285714285714286,0.0967741935483871,0.0594059405940594
P2,F3,mlp,0,load2,121,40,3088,1032,57,2.9515533447265625,23.19822015688401,0.7936046511627907,0.6034831199092178,0.7916185171171126,4,0.825,0.6305261234928754,40,0.6465753424657534,0.9007633587786259,0.7527910685805422,0.7896678966789668,0.816793893129771,0.8030018761726079,0.9634464751958225,0.7735849056603774,0.858139534883721,0.0,0.0,0.0
P2,F3,mlp,0,load3,121,40,3088,1032,57,2.1393465995788574,27.327805526496828,0.7713178294573644,0.7266543378871155,0.7791729544299908,4,0.775,0.7053144224196856,40,0.6656441717791411,0.8282442748091603,0.7380952380952381,0.7586206896551724,0.7557251908396947,0.7571701720841301,0.9459459459459459,0.7337526205450734,0.8264462809917356,0.41333333333333333,1.0,0.5849056603773585
P2,F3,vote,0,load0,120,41,3104,1016,57,10.56137466430664,285.6005833843562,0.8326771653543307,0.6252090233415952,0.8278047108748731,4,0.8292682926829268,0.6225972540045767,41,0.6996805111821086,0.8358778625954199,0.7617391304347826,0.8663967611336032,0.852589641434263,0.8594377510040161,0.9076923076923077,0.8533057851239669,0.8796592119275826,0.0,0.0,0.0
P2,F3,vote,0,load1,121,40,3080,1040,57,10.404242515563965,268.49462435795715,0.8278846153846153,0.6654664607624938,0.8358013664924006,4,0.85,0.6605263157894737,40,0.7587548638132295,0.7442748091603053,0.7514450867052023,0.9690265486725663,0.8358778625954199,0.8975409836065574,0.876984126984127,0.911340206185567,0.8938321536905965,0.09433962264150944,0.16129032258064516,0.11904761904761904
P2,F3,vote,0,load2,121,40,3088,1032,57,10.139692783355713,304.43326447361204,0.8682170542635659,0.6641745834002987,0.8624521052559591,4,0.9,0.6959627329192546,40,0.7171428571428572,0.9580152671755725,0.8202614379084967,0.9790794979079498,0.8931297709923665,0.9341317365269461,0.9470046082949308,0.8616352201257862,0.9023051591657519,0.0,0.0,0.0
P2,F3,vote,0,load3,121,40,3088,1032,57,10.34055471420288,284.65977010800856,0.8439922480620154,0.8263902171386848,0.8469872537465373,4,0.875,0.8247835497835497,40,0.7186544342507645,0.8969465648854962,0.797962648556876,0.8725099601593626,0.8358778625954199,0.8538011695906432,0.9485294117647058,0.8113207547169812,0.8745762711864407,0.6521739130434783,0.967741935483871,0.7792207792207793
P3,F2,mlp,0,12k_to_48k,105,52,3263,745,49,5.969263315200806,36.63325469765887,0.5503355704697986,0.5545541865596857,0.5659747555170429,3,0.5576923076923077,0.5610209601081811,52,0.7371428571428571,0.7166666666666667,0.7267605633802817,0.2883895131086142,0.4556213017751479,0.3532110091743119,0.6732673267326733,0.5151515151515151,0.5836909871244635,,,
P3,F2,mlp,0,48k_to_12k,52,105,745,3263,49,1.0664892196655273,17.2651438781757,0.5047502298498314,0.502879036440408,0.49741141970693403,3,0.5142857142857142,0.5110503105311671,105,0.4904831625183016,0.771889400921659,0.5998209489704566,0.37416107382550334,0.5138248847926268,0.4330097087378641,0.7531914893617021,0.3477406679764244,0.47580645161290325,,,
P3,F2,vote,0,12k_to_48k,105,52,3263,745,49,9.482192277908325,321.8164379964739,0.7288590604026846,0.696621589847975,0.7234580929501594,3,0.7884615384615384,0.750242471553947,52,0.7068965517241379,0.6833333333333333,0.6949152542372882,0.7142857142857143,0.5325443786982249,0.6101694915254238,0.7415730337078652,0.8333333333333334,0.7847800237812128,,,
P3,F2,vote,0,48k_to_12k,52,105,745,3263,49,2.1063385009765625,100.53796560677362,0.6307079374808459,0.6288171368603216,0.6317947762327957,3,0.6476190476190476,0.643255864487945,105,0.5633270321361059,0.6866359447004609,0.6188992731048806,0.5852674066599395,0.6682027649769585,0.6239913932221625,0.7265238879736409,0.5776031434184676,0.643560744253922,,,
P3,F3,mlp,0,12k_to_48k,105,52,3263,745,57,4.404675722122192,37.51492340292707,0.6711409395973155,0.6395744464968819,0.6759984768968765,3,0.6923076923076923,0.6592592592592593,52,0.6666666666666666,0.6777777777777778,0.6721763085399449,0.4564102564102564,0.5266272189349113,0.489010989010989,0.7874659400544959,0.7297979797979798,0.7575360419397117,,,
P3,F3,mlp,0,48k_to_12k,52,105,745,3263,57,0.5723724365234375,11.348446709518596,0.6061906221268771,0.6028943269057605,0.5961155603309646,3,0.6190476190476191,0.6142734940717753,105,0.5030940594059405,0.9366359447004609,0.6545893719806763,0.5471887550200804,0.6278801843317973,0.5847639484978541,0.9523809523809523,0.4060248853962017,0.5693296602387512,,,
P3,F3,vote,0,12k_to_48k,105,52,3263,745,57,9.495376825332642,265.1557026293454,0.7812080536912752,0.7561752216639407,0.781956086939554,3,0.8269230769230769,0.8086868686868686,52,0.6797752808988764,0.6722222222222223,0.6759776536312849,0.717391304347826,0.7810650887573964,0.7478753541076487,0.8590078328981723,0.8308080808080808,0.8446726572528883,,,
P3,F3,vote,0,48k_to_12k,52,105,745,3263,57,2.2396347522735596,92.9478812794944,0.5988354275206865,0.593938092337234,0.6038936234925708,3,0.6,0.5970809376382131,105,0.4441717791411043,0.8341013824884793,0.5796637309847879,0.6335766423357664,0.5,0.5589182227945911,0.8396624472573839,0.5212835625409299,0.6432323232323233,,,
